artist_id,name,artist_popularity,followers,genres
0ZPqGxW2iwZz7vGJWzuTUi,The Olympians,44,14890,"['funk', 'instrumental funk']"
1VxHyjgyszoJLAlHTZZjwG,Courtney,36,377,[]
0L90B3jENaiw8unXl6y5eC,Chloé Gisele,34,275,[]
7LVgdS3biF4E0taTah5GEW,Carlos Rueda,45,36,[]
6S2506vOFCTq78lKeGAQyk,Dangerface,28,466,[]
2OayjBrvpxhiDrV2KzKehh,Liquid Soul,26,1583,['instrumental funk']
2NbYIb2nZ2Z8YORBCbugPq,Alex Christensen,54,15017,[]
34tB6r0jRHdedlIlVrECP1,Los Gigantes,39,9181,[]
73E6GkhXR5Zzj2zbdIWnfm,Lil Donald,54,35127,['atl trap']
477IJP2IAlgmpJL0Bc8gXh,Soul Jazz Express,25,1518,['instrumental funk']
42Glv0vjfSSNGFiLOk1K4h,Filthy Fidgets,20,133,[]
7jBVVnSTb10YfTjrw1SjbL,Alex Frankel,29,1239,[]
6rsrsEBOHWzlqNTRw5jkMp,Vallenato Negro,10,4,[]
3Rx4PJ7SP6unkOk5elPUK7,Money Man,61,98296,"['atl trap', 'deep southern trap', 'trap music']"
5fm9cOIq4ANL0KBpuu6jKS,Gary McKay,24,179,['instrumental funk']
1LcLsIWOl1Z8vo1wl6bxg2,Spank Rock,43,19757,['bmore']
3PGohJ9a6xpkq24cA0sVUw,Rotjoch,25,189,[]
0w8jfjckFjwtKLRkX9NT2K,Elder Dayán Díaz,30,15617,[]
3bjxtDdZiByIKfHFEK96zB,Sonia Gadhia,39,74,[]
0fWt4FY87imqsBJpt2QVL0,Aja,47,19888,"['escape room', 'strut']"
2PPQKCcQ2HDYrP41OSlh91,Vicky Vox,20,445,[]
7JHiwwWwXLc9sIQpn7Ldsh,Neha Sharma,0,6,[]
2BrnvSPr9r3Dd4WldbATJE,Tavo Castro,15,4,[]
7ebBg3BuRFa2satTcY8whC,Billy Lemos,50,8086,"['alternative r&b', 'bedroom pop', 'indie r&b']"
2sIY8jk1jkuxNsy1A9s7Pk,DJ Accident Report,38,36,[]
4rPzjuxvcad2GgpIRt2civ,Amanda Lepore,24,5390,['strut']
6eHOrHiUXhQD5I81recRj0,Shiney Ahuja,0,0,[]
1CCFWuHLfkFUEWhNQcEcZZ,Andrés Ariza Villazón,19,4339,['vallenato']
0PlXYPmSA81NdpOCHwkQB7,Postcard Boy,41,2467,['san diego indie']
7yPRmfUuRcpGwOsHVqQgae,Sharon Needles,36,34335,['strut']
1sJQSEWn0wfjJ7DMxvi2nY,Arjan Bajwa,0,0,[]
1ujhJYIPWDnm9I8KXDAaYR,"KK, Pritam, Yo Yo Honey Singh & Shefali Alvares",28,317,[]
47iYOlgdg2yjHOWqERIOkK,Kbto y Coco Zuleta,14,12,[]
6FmiNnTXQJTmOMAx4kB38R,Grady,40,1460,[]
4Gt5z8y4pfzjlGjDOXZuKP,Wayne Numan,18,202,[]
6PWoVxuRjtmGk5rDa45ZyF,"Atif Aslam, Pritam & Sunidhi Chauhan",21,242,[]
6ZLCXSrNYkzP9n88PrdRT0,Melanina MC's,17,727,[]
6jGkJmr4vmIFRPIRy7zsF1,Dubán Bayona,22,765,['vallenato']
5aJ13KCPmqPRaCLs2yBTax,Cary Pierce,22,549,[]
27x5boWqlA0tWUHq9F1UPb,Lucian Piane,44,7422,['strut']
3BsGMZHoIcDTLtElPgYf0t,Lívia Cruz,38,39596,"['brazilian hip hop', 'pernambuco alternative']"
0CZUWwdL2ORR99b91hqjdq,Gabz,26,5973,[]
6z3jjAAUEnLbp5M83p0bVV,Mike Watson,34,463,[]
6BnbJPcJLpYhDIXCQksUsX,Tzad Gimel,7,27,[]
6GOYEiaeV48s1Sj5248mMP,Ryan Skyy,26,779,['strut']
5U0Jo3mNyn5TQFgfAyL43Z,Lurdez Da Luz,23,8442,['brazilian hip hop']
4srgOEtw5jIJSk3heqED4F,Lellêzinha,33,3397,[]
41aKsE7kMCr2RZAAtxiyHc,Fre,28,563,['swedish soul']
63rsUDbHOGdpVnWrlBroom,נעמי ייבין,3,17,[]
2ZXstyqYeTwvLFsGm1khUv,Brent Smith,41,567,[]
2yS2oUDkJ9M5xdCZLjnzL8,Jorge Du Peixe,26,564,[]
552ZwELQyZPtQtikl5e1tn,Jean Root,2,20,[]
1sZ6uh6BIuEa5UFaSF2EhE,Tonic Clonic,11,85,[]
2qcGTB5s2t9o2w9SrI719s,Pentakill,54,91154,['melodic power metal']
2DSGVqA0JXE2L2JqVPTuF7,William Wolfram,22,78,[]
3mkeZhsYgHmDg1l80UBOSJ,Rimas e Melodias,24,22691,"['baile pop', 'r&b brasileiro']"
5yECsdgmXEkHpn5B00ZNfY,J Styles,41,1037,['uk hip hop']
3EiNBmneneA9JtCbo6rM0e,Noam Berman,5,4,[]
2SWoOidm9lBqYlv3eg4Fop,Sarah Thompson,0,0,[]
1Ru2MsKaiEbw3TPXeEelQq,Viktoria Mullova,33,4136,"['classical performance', 'violin']"
4Bwo0At2lHqstlaKFAaEjD,Easemoreland,32,6,[]
2jmAsMZ9hdMfeyCLiBeCzI,Chimamanda Ngozi Adichie,49,1114,[]
4tEGYUiOixxAfOBOvyYGRj,D Fine Us,6,43,[]
3Ayfc1vJQ22EkJMON5FJZf,Nana Patekar,9,7,[]
34bsUBJpRrFZQRZ15hYqMV,Nikolaj Znaider,35,712,['violin']
4wmnQWqRmorsoQL22AY6Vi,Mark Buddah,32,102,['relaxative']
7GXl7JNlpliaLZhSVRLQKu,Mr. Lee,47,1364,"['acid house', 'chicago house', 'chicago rap', 'hip house']"
2vvXRbrZJDYRR4Vq3i9Bhs,ForesTT,24,985,[]
05jJGafjOt4l63sy3c1m8h,Benjamin Schmid,18,753,['violin']
0okmfBroVgFuvvljnUbqPW,East Forest,52,18921,['shamanic']
3gzgB8WFPLlgpn03piQ5pB,TATRAN,30,9247,['israeli indie']
57QbHEhk2tDJzNRKMfZtYv,Rapbox,54,1792,[]
5bq4HAtBsXZyUKkZsVjPHA,Richard Ellsasser,20,26,[]
0E8kGv3nbsjzYQ9AWEEdeO,Birdie,18,2390,['c86']
3ro4f3VnPO6PiAah0POgwD,Jadea Kelly,20,1062,['canadian folk']
0KX2LIb7PPmGTRD2g81L0k,Jozzef,2,22,[]
5AU4WeTDl2uf1jFw2w9FQT,Vadim Repin,30,4729,['violin']
74s1TEUNSvw1oDuHbx8bNT,Vilde Frang,37,3292,['violin']
6Vb4EKTyuWa2cwRLSrrcxM,Pam Donkin,15,80,[]
115Ie6XpUrVOiqKJrh2d4A,Alanna Matty,18,267,[]
1MWQPj2RxlDqpxjNH90skK,Schmidt,35,176,[]
2tvMqA9LKeTQTv27FSxBHn,Antonio Montanari,13,59,[]
3oLALFpBASJctPerbzWz2L,Tobias Ringborg,32,33,[]
4fxFKfbEJw27Xe0hvrm3oO,Mr. Billy,16,96,['kindie rock']
6Db0OJP2UCGzri0dCu5pi7,Owain,14,160,[]
2wfwcEl6tLFuyDPKZhZtHC,BobbyBass,38,68,[]
58CjSAOW8azhnDTzPKz4Gz,Ensemble Diderot,14,86,[]
662RkpOvE7MIPWnfYbY5xs,Eugène Ysaÿe,30,2758,['late romantic era']
1hiIe6hmDchjc246cpoAOM,YOB,38,39511,"['avantgarde metal', 'doom metal', 'drone', 'drone metal', 'post-doom metal', 'post-metal', 'psychedelic doom', 'sludge metal', 'space rock', 'stoner metal', 'stoner rock']"
2Oc13VrXgzAIRyx1okSNXO,Tennessee Two,16,9,[]
5VPuswu7FCAPOOosGbHWNt,Marta Aznavoorian,7,19,[]
4ISvSAA85lr3lDwpMEBNgS,Jason Reeves,52,37159,"['acoustic pop', 'indie cafe pop', 'indiecoustica', 'neo mellow', 'viral pop']"
3vrMRlMsFCU2SZTDA9gnse,Johannes Pramsohler,24,98,['baroque violin']
4SihecP0Ar3ekh29FLZ4w1,Don Pixote,34,3382,[]
4MFX9Jt2lilVGGfLNqNvnX,Spice Boys,12,397,"['swedish punk', 'umea indie']"
5L4xlr7emS0A8ubcDb2CnZ,Kirk Trevor,35,60,[]
4dZ7XqXL0hD6rSIkUs11b5,Sofia D'Angelo,36,133,[]
2uNLzd3p5SAKFLZFSoYMHr,Frank Almond,16,97,[]
1kuKDHZD1oPXwVZviVgRbV,Jair Oliveira,29,14961,"['mpb', 'samba']"
1L835FxGKZLivabIOdzpwS,Kapten Kermit,14,225,['swedish punk']
4wACvTExVCPplbgWwoN5HX,Tromsø Chamber Orchestra,10,12,[]
6hc0mVCpacCeXn2M8O8nj5,Lounge FM,36,2778,['bedroom soul']
4st8QHJeSvWO1D4OPUgFaf,Rachel Barton Pine,41,1656,['violin']
1obiju2ua002bGAke0BegR,Leo Maia,18,10,[]
7hGagoTcGYInEGKeZdS6wC,Slutstation Tjernobyl,15,651,['swedish punk']
6EeFmtX81QG7WZvD1vmUe2,Tomaso Antonio Vitali,24,1065,"['baroque', 'italian baroque']"
4lglBegCfNnjzAqs9DBQXm,Black Pool,49,13487,[]
1xQui3GISb9mgT8i10Tdjv,Christina Åstrand,19,32,['violin']
2xhtX9ufvSwDbiH9VQ8pHr,Wilson Simoninha,33,14742,"['brazilian soul', 'mpb']"
6pK7cjk3pKTznca30ofwjJ,London Modular Alliance,19,1064,['experimental techno']
0ET8WLKupxEMzxc8VARSiL,Pekka Kuusisto,35,1167,[]
6Ib0Di9b3kMxw9yD0DAyAC,VICTOR!,53,12687,['bedroom pop']
2at5llPrXJTTBh2vgSm2VB,Midori Seiler,19,475,"['baroque violin', 'historically informed performance']"
7I4mImzzonEeDHIT7IvfJr,Big Da Godoy,19,1699,[]
781CEjkzBWOWLn01lmxxqI,Nuwella,30,44,[]
0xerv5f2ULJbDe2pVvHa3z,Nelson Padgett,4,1,[]
3bvaVxy4LIPalRkLXBkYrX,wwoman,34,651,[]
5hZj6cPZx2lFYtS7p234B2,Frank Peter Zimmermann,28,2322,['violin']
2175yP2byBY4mFDJnP1IKc,Walmir Borges,31,6252,['brazilian soul']
2uhhT7nre7k1sffg8GZJ5X,Lass,32,11,[]
72ZCIaI1TqwaGRbEvbGBih,Jennifer Chun,17,94,[]
3Be4QMsA0GN7M3kXB4K38b,Xavley,29,407,[]
6p5JTtLl76Xj8w3JaKyKwL,Pamela Frank,18,156,['violin']
6LSFdAZPBAOrdeFleGfz6s,Junior Empire,34,2428,[]
6Wn4gJXS2y61ZLxsDWuj8L,Efo Chameleon,14,2,['ghanaian hip hop']
2puu4m1e4J9CfCXPLNrnsO,Waldemar Malicki,11,94,[]
2gj35CRyiuvuJ5VzjkX52i,Sobs,39,8811,['singaporean indie']
43sn1dv5IwsmnfEOcLJdL3,Elina Vähälä,8,83,['violin']
7zqKluwtGH3k2TUizBPn7r,Alaska,22,413,[]
2Cz9PbY2q1ZhikHGyS5Nul,phy,11,266,[]
1OI0RrIYNwN5JACThPte3K,Carlo Farina,10,158,"['baroque', 'italian baroque']"
4o16FybIZV7WPD7tOl7PUd,Ralph Castelli,44,5837,['alaska indie']
6AfbDYupHV5e6nse9W6tKG,Stéphane Grappelli,49,27596,"['french jazz', 'gypsy jazz', 'jazz violin']"
02eU8UAfaYmfZic0ZJYe3y,Lady Bunny,26,584,[]
3XQZW9cuoDf7JhPbr99bXD,Chelina,20,22,[]
3mTESq7qkYJ5k6WiEAY9Uk,Becky Warren,24,1341,"['deep new americana', 'new americana', 'roots americana']"
4WIRlLxuzmZciQ8JS2b3jP,Richard Smallwood,41,40833,['gospel']
0z6t3buywDCXXWpXnkmH7R,Jonathan Cohen,36,122,[]
5Oqvcxu4tgaIUYQ9rG1DD1,Lashauwn,0,1,[]
4RVL6ckos0QWCCz9dTFb5q,Ria Boss,14,168,[]
2Fwqnm1kpxK4BZgWrsG5qm,Cary Ann Hearst,36,9080,['gothic americana']
7EQrc1Kz56jCHgJ895CZJ8,The Winans,39,54485,['gospel']
4Q2DmYTg0AGNAGjreRGpl7,Piotr Plawner,12,48,[]
4k2ggpJpzdQHCBQ84f1jBy,Alaska Thunderfuck,52,106228,"['dance pop', 'escape room', 'strut']"
39r1XfRA5kvyYjPYKzqBGL,T'neeya,11,61,[]
4Gtys1XXaQUS4Mn3PiPbGs,Émeraude,13,112,[]
1MWWUdLJVnU7HryE29JNZI,The Thompson Community Singers,33,438,[]
1VXfTBvqKdOZtlpAVSmXIW,Ulf Hoelscher,13,70,[]
51Y484bYxxydKWYy8MDhqC,Detox,21,2771,[]
27JV8QxNQaCoW0aWP0jhQU,Spa Zen,39,441,[]
0vhi5g4pQbA45E4IZVymda,Maria Alcina,19,1370,[]
30aMh21vdYVIjdVgIgHaqW,Mississippi Mass Choir,39,56634,"['contemporary gospel', 'gospel', 'praise']"
4yYvor6Rq4fG82J1L47DYp,MICHELLE,38,960,[]
3paxIyAbBuTSw8RDF22vHs,Hannah Holland,12,465,[]
5cL7VO0XEyVE16PDCrkZ5V,Rain Sounds Nature Collection,56,794,[]
1LOFaxDBvn3YuvarTldGAe,Gonzaguinha,52,222404,"['bossa nova', 'brega', 'forro', 'mpb', 'pagode', 'samba', 'velha guarda']"
5hrUVXJsPParZB87QtAz1R,Shirley Caesar,42,64969,"['contemporary gospel', 'gospel']"
24RDdXWdq95PlTMTpFTvC6,Stevan,36,929,[]
3D4iuX3R2Kdck6PUT6i0II,Alicia,5,9,[]
0oAGdbeIzkU9jBs4L9euLj,JNYR,37,633,[]
2conBw3718AG6tQ6JATCE4,Márcio Greyck,32,26666,['brega']
12pzJohM40StvAPzI1t3Tb,Walter Hawkins,37,35839,['gospel']
0ef7Q5r0NAMicEugmtYxjA,Pizzagirl,40,4266,"['bedroom pop', 'indie psych-rock', 'liverpool indie']"
1avkeYHbLqQLqOvh58FwLt,Angelina,26,173,['carnaval limburg']
054JyPM8Bn73hEcZVkqNAH,Jalisse,23,552,[]
0W8edGiwAsv6HXF0Kyc2V9,Mercyful Fate,47,118413,"['album rock', 'danish metal', 'death metal', 'doom metal', 'groove metal', 'hard rock', 'metal', 'nwobhm', 'rock', 'speed metal', 'thrash metal']"
1f0rrVqBleK8SLWDwIjM24,The Richard Smallwood Singers,12,465,[]
3CfbFUXY5EE7NmKE4n1Q3v,Huron John,35,696,[]
66A0s1gq4HvhIwOV7X8zS3,Pixie,8,83,[]
6LjwPhoH3RDoL8JoXciUHL,Pupo,44,22854,"['classic italian pop', 'italian pop']"
4wBBDf0QcQX0l1UVbBbrLz,Antonio Cirilo,41,29600,"['adoracao', 'brazilian gospel']"
3f0SABqb1KoHojqyhGIRcC,Lilian,14,111,[]
1PMiXPKjsgXEDDcfIRNVaq,Matt DiMona,45,7383,['vapor soul']
1Mt3DAA8NW7FcqWKmQDzmP,Nina Flowers,18,1357,[]
4krHyctQqBmHPWSX1im1HT,dreCoy,34,213,['trap brasileiro']
3DX9jafYCx0o0xtD7rWuXA,David M. Quinlan,26,355,[]
3z3KnhKZObj216IgfHYGVf,Diamond Head,40,52276,"['hard rock', 'metal', 'nwobhm', 'rock', 'speed metal', 'thrash metal']"
20PdOyVym0ZZrOB1rfcvCR,Spencer.,45,6212,"['alternative r&b', 'bedroom pop']"
5KD0AY9ybrgmPKH4HjH2kt,DJ MDW,12,95,[]
7MiphY65Ds6cT5F2aBjf2n,Royal Inc.,31,196,['brazilian house']
2efrqekWSHlvhATD50AG3m,Orion Sun,49,9639,"['alternative r&b', 'bedroom pop', 'indie r&b']"
0mGyXXKzoR5KAAh4Mkef2W,Teenage Bottlerocket,51,39477,"['melodic hardcore', 'modern ska punk', 'orgcore', 'pop punk', 'power-pop punk', 'punk', 'ska punk', 'skate punk', 'wyoming indie']"
0RSWHhBUwW7lhCqXqxKxWN,Cartola,55,231035,"['bossa nova', 'forro', 'mpb', 'pagode', 'samba', 'velha guarda']"
2FK2jZ7cuokxYOC5nSM7bK,Funky Destination,40,7991,"['bboy', 'funky breaks', 'instrumental funk']"
1GfTasH0hygCtSWWMszVjI,Marina Goldfarb,33,258,[]
33LSz2nhC8pCPTb3pd5add,Hot Flash Heat Wave,49,23858,"['indie garage rock', 'indie psych-rock', 'indie surf', 'preverb']"
3jVd6Z5yEh5SSdvzkzUbUp,CJ Ramone,23,7384,[]
4nOSClD4ihq1iOVNShATHR,Titelaine,20,88,[]
5uDQgKIEg2yDXU3FQBD7Me,Jay Soto,37,2460,"['deep smooth jazz', 'smooth jazz']"
47HGZbxX41Scp2vCevPIwP,Neila Kadhí,23,22,[]
2TLvEQjCrq7LCZD3A7zUpi,TheSecondSex,42,11654,['bedroom pop']
7qjrGisRIP2Ezo6z3ioL0L,Dan Vapid & the Cheats,21,2196,"['chicago punk', 'power-pop punk']"
1u6RKQnmyrNTwVFgh6sJsZ,Aiza,12,4,[]
6R8Xep48pgKRWzTBchSwO9,Mickey & The Soul Generation,24,952,"['deep funk', 'instrumental funk']"
5KpD24J81xZ32R33GHgDFO,DoubleZ,43,3192,[]
0FnzSFJMSyEiKiv7tAxv24,Will Davila,32,359,[]
7GJx2jxBiFq3RFomfC7Nih,Blind Man Death Stare,15,258,[]
2iXqaZmwojIrKZ0Z4p8GAv,Versus You,17,406,['luxembourgian indie']
6cM5S5JAR9qY9GdYyLAuUY,The Berlin Orchestra,53,1047,[]
5uFeSV2ASrJXzK8c1ObhVU,Vice Society,23,1619,[]
25pd339V2rRJo84USlcSRP,Johnny Utah,39,2104,['bedroom pop']
5AndEUWC2HkRhedkxWtBbQ,Castaway,12,803,[]
0O6mY7LAZoKxZmS6ueh3qw,Death By Horse,32,1441,[]
0vr6C9PMmAbLj86vuQA4pS,Rotjoch United,27,7396,[]
6S6ll1Wa6FYvAgThEBX6qJ,Cólera,31,13887,"['brazilian hardcore', 'brazilian punk', 'brazilian rock']"
4OXgXysGZkvC6h8Lj7iF1m,Junior,28,3,[]
5oBuKX5LSgAmXVF1CfaegS,The Peabodys,1,120,"['deep power-pop punk', 'power-pop punk']"
4Hjb6XIYNt5Qkokl30luY9,Bad Luck,35,5676,"['anthem emo', 'j-poprock']"
6icGUGLUKCVB5esdQXdjiw,Soham,28,3222,[]
3DFz8aTj0VNEQjhj2F6aoy,No Real Hero,24,275,[]
2ImOzhCBveQtdB7x0RcHkQ,Brave the Sea,26,420,['pirate']
6UZjGnKsY3Of10gus4tvyl,The Waiting Game,11,204,[]
3bIYWjyzAdd0KXGfPY5OnH,Nafisa Ali,0,1,[]
3hLIsgoNbqdaXgPZDF8Xfs,Mute,33,11052,"['fast melodic punk', 'melodic hardcore', 'quebec punk', 'skate punk']"
4b3YHpER4myVsne2QK3kXe,Inclination,36,2810,"['metallic hardcore', 'vegan straight edge']"
70Kolr5Z9uhGKqrpkjKStY,Foreign Bier,11,29,[]
6gpSdwAAGtz5O5od9o4Mt4,The Suck,6,63,[]
64DV1pK2Qk8hlIEOJjIVAx,Shilpa Shetty,0,1,[]
0sm5h6GieSMumfzCc2ZONn,CHARLIZE BERG,21,2759,['afrikaans']
4euM2JLjxeESY3ae7kIo2i,Dorm Patrol,11,540,['easycore']
38xPk6e9818tHo47dgFXJM,DJ Madness,28,190,['terrorcore']
0uTm0qJYe4kohhpRAFbILZ,Go For Gold,10,393,['arkansas indie']
7sbwBqdkynNUDgiWU3TQ5J,Aztec Camera,47,47295,"['britpop', 'dance rock', 'melancholia', 'new romantic', 'new wave', 'new wave pop', 'scottish new wave', 'uk post-punk']"
1d7okU7Ufb7pYnCdVT6CnK,DJ Big Hank,2,12,[]
6aRUlxUt0AIBeAkMVykgbM,Big Smile,18,267,[]
1mDtgxaD4BZ2o0xvmeRfWo,Ruth Danon,9,44,[]
179pH3MkAoua9UmLfSXjKp,The Pink Socks,2,32,[]
0BPE9mlrtLc5bivuvrr0j7,Medrado,21,12570,[]
3DrB9nBkn2tfhXxSsKAaor,William Wild,40,7873,[]
2kRFetyCeU3r24DVyTZVFx,Surfbort,34,4759,"['australian garage punk', 'indie punk']"
0xxsl1U62kXjvWSW4SPCKE,Renana Neeman,6,17,[]
2goF23SQwJH5I0njJ3TnH2,The Bottom Line,30,3454,['uk pop punk']
5CwK5oXgjqjjcU5JSo8200,Ottavio Dantone,46,952,['harpsichord']
2abTBfFq5PSoASI2PSysLV,Kenny Allstar,58,12462,"['grime', 'uk alternative hip hop', 'uk hip hop']"
19TUm4MblzAx1BCLL3tYtW,State Of Error,23,133,[]
5KcffaXo0JkGivTAQcaBDz,מיקה דוארי,11,48,[]
1LkmMVZtvEUHKqWTcPgn3I,Feelbacks,21,168,['italian pop punk']
4TOtTCL0QBHn4OT31e4A20,Özgür Aydın,9,49,[]
3iAhNz3e31lBuXYOsqGsf3,Unknown T,60,14058,['uk hip hop']
16WDYbEW4sAp744DVfmr3u,Not On Tour,34,5429,"['fast melodic punk', 'melodic hardcore', 'skate punk']"
398UEJmWNCi870Jx0eraJk,Amos Zimmerman,9,46,[]
1L3hqVCHSL1Ajy3m0z1bAT,Defeater,46,70716,"['alternative emo', 'anthem emo', 'boston hardcore', 'chaotic hardcore', 'emo', 'melodic hardcore']"
5RPrbTCbZkrnzeafBt2pdv,Hélène Schmitt,17,261,['baroque violin']
4XElpHwKLubHxfXQwWyyEY,Stickz,27,272,[]
3iVH2Ny2qcB0QdXdpIcLK9,Movin In Stereo,13,59,[]
2U81aM85CEuOfTa1WDIFq1,Tal Tamari,12,108,"['israeli indie', 'israeli rock']"
6egwH1BYT9VIowEOAHdsqb,Kids in Control,27,301,[]
6AO9NY0hEaZMbEAxuqHgpX,Rémy Cardinale,9,13,[]
67ZMMtA88DDO0gTuRrzGjn,Cattle Decapitation,43,68264,"['brutal death metal', 'death core', 'death metal', 'deathgrind', 'goregrind', 'grindcore', 'technical death metal']"
78m2wy1PMugw8hqkJK6A6F,Oded,8,64,[]
6St56qpCa8o8sQxkssErnG,מורחת לאקום,4,9,[]
6F6QUmsZ4BwyTs0hFCX20v,Nick Thompson,25,62,[]
0N7oH513njwsFNrgLgU1Fc,D' ius Solis,0,80,[]
4V11k9wRQDNo2zGomo3NJe,Shachar Zadik,4,14,[]
7a1sJ8iQUohuw0QiSM8LOh,טל פליישר,3,13,[]
0QWCnpfvnorRJej06j0J7v,James Morrison,41,8488,"['australian jazz', 'jazz trumpet']"
0WfG4KbWJJoxomK5HH1kSX,El Jeffrey,33,16931,['merengue']
1zVkqpctrpw5YX9f0QoSSh,Ohad Shahar,4,12,[]
31HjiqargV4NAw4GZqUale,Ace Hood,63,961020,"['dirty south rap', 'gangster rap', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
5hb2dGN823SbHO9ko4RL9f,Little Hours,37,9811,['indie anthem-folk']
2CqKSV1qX3wQIYesfsBaex,Stephan Mai,18,6,[]
2MdBDQOs8C6W63a4PxcNRT,Beast,45,24,[]
1MMYQcn0m4ZyeKAdgrX2aA,Prophecy Playground,4,23,[]
2WInxWtfee6mRhUQUmIRAH,Strick,43,1074,['atl trap']
1O0pQLwyMDj4bq3SHtlqaQ,Age Is a Box,23,81,[]
55SKU3XLnDnRRwhQimwP33,Enrico Pace,13,112,[]
1loWI8jVk9btgJXHgqHXPD,After School,45,118223,"['dance pop', 'k-pop']"
5rIdKxoGaZgUAKTA2HTKM5,Shani Peleg,13,450,[]
6h3EDETuCnGDrUk9hwvbGp,OHNO,46,28684,[]
6Bo6nw7v7mY8f8Qx9hET3B,Zoe Polanski,5,148,[]
2JY87ZBkE8yK2J5dPiog58,Saarbrücken Radio Symphony Orchestra,19,72,"['orchestra', 'radio symphony']"
1Pr9gT0veB2tgcisQeIGoC,Beast,50,311102,"['dance pop', 'k-hop', 'k-pop', 'korean pop']"
5jVIa3EKyJbq1i8iEC5PBO,JonZ,11,553,['israeli indie']
171953d8wJbRvl2f36uLDd,King Zoo,38,538,[]
3MdXrJWsbVzdn6fe5JYkSQ,Mulatto,49,107961,"['deep pop r&b', 'trap queen']"
2bA9WWuKClcoAr6qtHZDcs,Chloë Hanslip,21,1028,['violin']
2GEPtT5RDxrmdi0A4mbDi7,Brown Eyed Girls,37,97459,"['dance pop', 'k-pop']"
1KtD182F8tvjFduYt2eNcR,Water Knives,7,208,[]
21sN4iJTG840LEqiRJ60Gh,Emy Soul,45,138,[]
2VdDGrsKkzCfR9AG6w5O92,Blacc Zacc,36,5079,['deep southern trap']
4SvzZrsH7CVrnUMvNiMSaE,Bernt Simen Lund,10,0,[]
2Pw8E6zZoeuksVWtyZPnzd,BOYFRIEND,40,196084,['k-pop']
3xGTUhpplJvAYT0w2lsOAC,Yung Sarria,53,625,[]
0CdxxbmCwuQ0dV9LvvyqlO,Titeknots,36,1465,['brighton indie']
4JFHOTXpizJP0Sy0UxdF5E,Da Baby,40,2472,[]
0s06YFXx39BrdzgxU7nQvI,Rolf Schulte,14,30,[]
1sPBuPnLazBm1gQjHlIBQV,Katrella,37,502,[]
3Tiff2zKob5oG6m7AQpbis,Rev. Milton Brunson,33,14034,"['contemporary gospel', 'gospel']"
1iaGffGcjxdzSFkwfCN2Ul,Dennis Quin,41,1226,['deep groove house']
6ktGPHTqAoRDdUO8YKcRlC,Chucho Ortega,35,41,[]
3LKUrXguhu35kfh1lMVTIL,Marat Bisengaliev,29,369,['violin']
0UANccJtxisMHcFXjo14rE,Nick Melo,16,106,[]
3QFiymmbJlVBPpnrOatEAk,Myd,47,12654,"['filter house', 'french indie pop', 'french indietronica']"
2yJbEImOwkTBxb0LGU2D7Z,Optik,19,104,['italo house']
7Cp14KBRtDwGucKNPUyT11,The Boys Choir Of Harlem,40,612,"[""children's choir""]"
02onqdkvTxxy6tNJWnjnFU,Joseph Boulogne Chevalier de Saint-Georges,19,1258,[]
094tZMLXkYiIpf6u2XAaX1,Doozie,37,3632,[]
3mQgXwcZz2TZgo9a5diomC,Moodoïd,36,13319,"['french indie pop', 'french indietronica']"
4dPYdHTBZATnTYABJ39sY7,Misha,43,373,[]
3O90nZ7V5cI8QoyuKNWjZ0,James Cleveland & The Southern California Community Choir,21,688,[]
5CXwfJPFqcCo1zvStODnv0,Irish Baroque Orchestra,5,102,['baroque ensemble']
4ODUdqz93vJsCMMdJ0R30e,IMAN,49,441,[]
34y32pDipyh4aj4SeUKz2d,JT Soul,27,398,[]
6sTJFsZUkAAeoyLOlXkSof,Gramercy,37,766,[]
3ntfwOld7emkBpsoXmE0ln,LaShun Pace,33,28992,['gospel']
0oer0EPMRrosfCF2tUt2jU,Don Philippe,42,2925,"['chillhop', 'jazz boom bap']"
13eA4oLnDowghtVUqwSZSD,Laura Karpman,18,217,[]
6ynopZPMBXcIGBI9M02Un5,Haftbefehl,62,323922,"['deep german hip hop', 'german hip hop']"
6hhoNEHkx7jEWiJxOBvUX4,Loui & Scibi,35,1299,['groove room']
1EPpCbbQoN5loEfqOeuvFs,The Canton Spirituals,38,32027,"['contemporary gospel', 'gospel']"
0C8HhyOa7zfzIl3gmPjY52,Belchior,56,296890,"['bossa nova', 'brazilian rock', 'forro', 'mpb', 'pagode', 'rock gaucho', 'samba']"
5NTEjLv3GEX1Vx0ITx9Pxe,Germaine Franco,12,87,[]
3sc0tsvUgHV8VstZVSbK7E,Harold Courlander,19,137,[]
05FYF8i0eXeZjLLLcgc8HJ,Spiritchaser,29,1899,['deep house']
7rtM2wPKQlFpsm0C4qJlDk,Kendra Morris,45,14170,[]
6NtF5n7c4F2qpDWl5Of2mH,Chris Garrick,50,213,[]
3U0GdyoY9nzUINRlkF0KRE,Angela Klingler,4,31,[]
2eqMFl0wRlNkhNCNcUvar1,Al Eye 1nt,4,5,[]
1O7k47C7i7vLYme3fbd0mi,Moli,24,20,[]
1UeJU7BqnukonK998GtqBb,Never Loved,25,385,[]
7Jotu5LupekFt00kZZZ7C6,Hayley Westenra,45,47772,"['bow pop', 'celtic', 'operatic pop']"
